left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
aes,0.04750689119100571,0.05111459270119667,0.047101590782403946,0.0485326424241066,0.05384735018014908,0.048978086560964584,0.054433196783065796,0.04714471474289894,0.03409416973590851,0.059764035046100616,0.04785802960395813,0.0447719544172287,0.04928083345293999,0.05161277949810028,0.0523664690554142,0.05552178993821144,0.05470525473356247,0.04575350135564804,0.05838955566287041,0.04722258076071739
afd,0.05202197656035423,0.0637676864862442,0.03795796260237694,0.049115292727947235,0.05353846028447151,0.0609201118350029,0.05526997521519661,0.04554716497659683,0.047566406428813934,0.056888289749622345,0.05695802718400955,0.053889233618974686,0.04220021143555641,0.04735662788152695,0.04003565013408661,0.04544219374656677,0.0392676405608654,0.050872936844825745,0.04701274260878563,0.054371386766433716
afl,0.04990268871188164,0.06303630769252777,0.03271326422691345,0.04921300709247589,0.04900968447327614,0.0478450208902359,0.09093642979860306,0.03240184858441353,0.04967860132455826,0.05287393555045128,0.045661576092243195,0.06368132680654526,0.029233364388346672,0.029814979061484337,0.0338057242333889,0.04567575827240944,0.04256325215101242,0.08881855010986328,0.05521383509039879,0.047920871526002884
agb,0.04897256940603256,0.03991973027586937,0.04745559021830559,0.045588742941617966,0.05877718701958656,0.054955486208200455,0.03555600717663765,0.06938069313764572,0.045771270990371704,0.04151162877678871,0.03787729889154434,0.03471656143665314,0.051009759306907654,0.06322986632585526,0.061352211982011795,0.03346261382102966,0.04892900958657265,0.05283255875110626,0.052685726433992386,0.07601550221443176
agl,0.05360959842801094,0.05043179169297218,0.055655937641859055,0.05881427973508835,0.06888396292924881,0.02252180129289627,0.058718301355838776,0.06966963410377502,0.04714629799127579,0.06592486798763275,0.03967666253447533,0.03940826281905174,0.04872198775410652,0.04431503266096115,0.051657646894454956,0.02384318970143795,0.04965221509337425,0.043235231190919876,0.05382290855050087,0.05429038405418396
ahg,0.039421889930963516,0.05800456926226616,0.048700135201215744,0.05544959008693695,0.061047568917274475,0.06342656910419464,0.03984247148036957,0.040130555629730225,0.0413973405957222,0.050355829298496246,0.052801501005887985,0.058678995817899704,0.03995712101459503,0.04063008353114128,0.06673241406679153,0.05378631502389908,0.052970003336668015,0.048927076160907745,0.04039316624403,0.04734683781862259
ahr,0.02738608792424202,0.061713967472314835,0.06676478683948517,0.046406880021095276,0.06316636502742767,0.05816517025232315,0.03887912258505821,0.05910610407590866,0.0633687973022461,0.056646768003702164,0.0589463971555233,0.03387507051229477,0.056229367852211,0.027663113549351692,0.025488795712590218,0.05795750394463539,0.0747489184141159,0.05066559463739395,0.04897474870085716,0.02384643629193306
aik,0.043637972325086594,0.05418573319911957,0.04626312106847763,0.05349297821521759,0.04576088488101959,0.053279247134923935,0.04966643080115318,0.05588840693235397,0.052868008613586426,0.04370933398604393,0.047672055661678314,0.05296742543578148,0.04637251794338226,0.05225542187690735,0.045862384140491486,0.05917391553521156,0.04558003693819046,0.054584186524152756,0.05780310556292534,0.03897687792778015
aiv,0.045390985906124115,0.05825251340866089,0.048181213438510895,0.04461108148097992,0.04015729948878288,0.050460074096918106,0.05593525245785713,0.046974629163742065,0.05281337723135948,0.051628537476062775,0.042143531143665314,0.05817604437470436,0.048636481165885925,0.08307093381881714,0.03572937846183777,0.04261652007699013,0.04630575701594353,0.055789731442928314,0.04686882719397545,0.0462578646838665
ajf,0.05358441174030304,0.04865282401442528,0.03834725543856621,0.07209869474172592,0.04586128517985344,0.03923056274652481,0.053674787282943726,0.0561772957444191,0.05384507402777672,0.050005845725536346,0.052493635565042496,0.0344582162797451,0.07207372784614563,0.04903082177042961,0.03607649356126785,0.04271195828914642,0.056902363896369934,0.04497326537966728,0.061689287424087524,0.03811218962073326
ajk,0.048979468643665314,0.04667632281780243,0.03346347436308861,0.06521739065647125,0.03687614947557449,0.03670771047472954,0.043265484273433685,0.039169639348983765,0.04580410569906235,0.055523235350847244,0.06266642361879349,0.046672336757183075,0.037985190749168396,0.0724480077624321,0.062331974506378174,0.05600312724709511,0.06507240235805511,0.034245532006025314,0.06307961046695709,0.047812432050704956
aka,0.047275327146053314,0.04769096523523331,0.056596916168928146,0.0420641228556633,0.05071688070893288,0.046181611716747284,0.04805781692266464,0.0423068143427372,0.04257218539714813,0.06832680106163025,0.06575611978769302,0.051882755011320114,0.04288647696375847,0.04905359074473381,0.04896710440516472,0.049824945628643036,0.04756787419319153,0.04832378774881363,0.044892728328704834,0.05905519053339958
akg,0.05421947315335274,0.051296211779117584,0.050132621079683304,0.04811833053827286,0.05718545243144035,0.03844749554991722,0.05248773843050003,0.04977399855852127,0.050967637449502945,0.04758170619606972,0.048301707953214645,0.057515084743499756,0.04132657125592232,0.07390755414962769,0.04235325753688812,0.04813778027892113,0.054671529680490494,0.045932408422231674,0.04542073607444763,0.042222701013088226
alc,0.04777403920888901,0.03875422105193138,0.0485520213842392,0.06152517348527908,0.04436006769537926,0.04567752778530121,0.045951638370752335,0.0728158950805664,0.054048869758844376,0.043501462787389755,0.05395516753196716,0.049895819276571274,0.04942208155989647,0.04188155382871628,0.043644893914461136,0.0482478030025959,0.06043846905231476,0.049111805856227875,0.04452517256140709,0.05591629818081856
ali,0.045167069882154465,0.02893795818090439,0.0419326052069664,0.06912088394165039,0.06647855043411255,0.05363522842526436,0.03979817405343056,0.04284613952040672,0.04571438953280449,0.03796221688389778,0.05767621472477913,0.07245125621557236,0.050355102866888046,0.07473373413085938,0.04044784978032112,0.05375562980771065,0.04451331868767738,0.043318845331668854,0.04807531461119652,0.04307946935296059
alt,0.04370315745472908,0.04016914963722229,0.06760763376951218,0.056894611567258835,0.03282667696475983,0.04406079649925232,0.05128279700875282,0.02709292247891426,0.03772016614675522,0.0624832920730114,0.042899999767541885,0.05929926782846451,0.05209723487496376,0.02857518568634987,0.05723373219370842,0.04996154084801674,0.06995057314634323,0.0475042425096035,0.061874620616436005,0.06676235049962997
alx,0.04810906946659088,0.047121450304985046,0.058636877685785294,0.05191313847899437,0.02650739811360836,0.04659726470708847,0.05850720405578613,0.04252123832702637,0.035111311823129654,0.0576891228556633,0.052854396402835846,0.050367582589387894,0.04711942374706268,0.05136849358677864,0.04860284551978111,0.059437718242406845,0.059976205229759216,0.057817183434963226,0.05246710404753685,0.04727502539753914
aly,0.049469687044620514,0.05574211850762367,0.07057901471853256,0.03534761443734169,0.025864796712994576,0.05919152498245239,0.04082399606704712,0.04337950423359871,0.05097409337759018,0.03948458284139633,0.05268867686390877,0.057530589401721954,0.04536015912890434,0.05101314187049866,0.04960865527391434,0.06168483942747116,0.04750877246260643,0.05852208286523819,0.046291131526231766,0.058935023844242096
ama,0.040601812303066254,0.04887451231479645,0.06302489340305328,0.052069827914237976,0.05687495321035385,0.04617338627576828,0.07553797215223312,0.04942579194903374,0.05079524964094162,0.04382375255227089,0.038647864013910294,0.046946294605731964,0.04835627228021622,0.029163064435124397,0.05187790095806122,0.06802578270435333,0.05495293065905571,0.055005092173814774,0.058098744601011276,0.021723929792642593
amb,0.047612302005290985,0.050149839371442795,0.05008416250348091,0.047953419387340546,0.047475773841142654,0.05149904265999794,0.0469990000128746,0.0518946647644043,0.051924534142017365,0.04745015501976013,0.035561442375183105,0.05541050061583519,0.05058868229389191,0.05179119482636452,0.04907334968447685,0.05532573536038399,0.05813473463058472,0.050442829728126526,0.05219106376171112,0.04843754693865776
amd,0.06245651841163635,0.05337976664304733,0.045889005064964294,0.028567837551236153,0.057007089257240295,0.05079806596040726,0.071309395134449,0.04845864698290825,0.0365501306951046,0.04607974365353584,0.04464447870850563,0.04376771301031113,0.03391775116324425,0.06781652569770813,0.051290206611156464,0.068951316177845,0.047941744327545166,0.0471167154610157,0.05146147683262825,0.04259584844112396
amg,0.04814672842621803,0.04375985637307167,0.04197719320654869,0.06045413762331009,0.063395194709301,0.04839304834604263,0.04105376824736595,0.03864654526114464,0.051906488835811615,0.06250183284282684,0.03318914771080017,0.04874991998076439,0.047286517918109894,0.052237994968891144,0.06709077209234238,0.044764820486307144,0.05132201686501503,0.04194825515151024,0.060738928616046906,0.05243679881095886
amh,0.04107115417718887,0.0492234043776989,0.05098864808678627,0.039159126579761505,0.0675167441368103,0.054134465754032135,0.04771220684051514,0.05006333813071251,0.05056029185652733,0.05773816630244255,0.05034223943948746,0.04950927942991257,0.04859960824251175,0.05285916477441788,0.04876154661178589,0.04021066799759865,0.05042649433016777,0.05052964389324188,0.04785832762718201,0.05273542180657387
amn,0.03155570477247238,0.040091075003147125,0.05899064242839813,0.07589886337518692,0.04473612830042839,0.04996712505817413,0.023906109854578972,0.054146841168403625,0.0556255578994751,0.04966941103339195,0.05742628872394562,0.051096316426992416,0.05555348098278046,0.052237097173929214,0.03195922076702118,0.04577427729964256,0.062470804899930954,0.022092338651418686,0.08905171602964401,0.047751061618328094
amq,0.04580124467611313,0.03839103877544403,0.06030729413032532,0.04730265960097313,0.042078692466020584,0.06317203491926193,0.04462432861328125,0.04680793359875679,0.06209342181682587,0.06356293708086014,0.04788351058959961,0.04906625300645828,0.046966589987277985,0.04727252572774887,0.043443500995635986,0.04272757098078728,0.04419982433319092,0.05607004091143608,0.05321727693080902,0.0550113283097744
aop,0.06418836861848831,0.0619068406522274,0.05604982003569603,0.025612836703658104,0.04636579751968384,0.05600310489535332,0.026232942938804626,0.10443224757909775,0.03805482015013695,0.04057543724775314,0.04729832708835602,0.06726135313510895,0.0476042777299881,0.043281521648168564,0.018905475735664368,0.029035354033112526,0.04240761697292328,0.08891431987285614,0.048391059041023254,0.04747847467660904
aoq,0.043767910450696945,0.06199650466442108,0.049565330147743225,0.045171063393354416,0.04424659535288811,0.06492560356855392,0.046569980680942535,0.04526738077402115,0.04137221723794937,0.054294686764478683,0.04707387089729309,0.040458474308252335,0.06230628862977028,0.04218148812651634,0.044336896389722824,0.05346168950200081,0.04948659613728523,0.04415220767259598,0.051224544644355774,0.06814064085483551
aoy,0.049355875700712204,0.07141461223363876,0.04780735820531845,0.05004853382706642,0.05265207216143608,0.0486760288476944,0.04635467007756233,0.04767216742038727,0.04991581290960312,0.0365334115922451,0.052115391939878464,0.06272508203983307,0.04828571155667305,0.03410574421286583,0.05057049170136452,0.06281207501888275,0.04919242113828659,0.04549490660429001,0.047877781093120575,0.04638983681797981
app,0.059560783207416534,0.03823913261294365,0.05241365730762482,0.04986076429486275,0.0706343725323677,0.04713580012321472,0.0377819687128067,0.0488559752702713,0.05018491670489311,0.048652149736881256,0.047940123826265335,0.05292223021388054,0.036763038486242294,0.0385945662856102,0.0709177702665329,0.038504160940647125,0.05753171071410179,0.054087042808532715,0.050074394792318344,0.04934548959136009
apx,0.04573971405625343,0.05058092251420021,0.04971862584352493,0.03766932711005211,0.05330407992005348,0.036642346531152725,0.04289320111274719,0.040870584547519684,0.05632903426885605,0.06333445012569427,0.05133615806698799,0.046884506940841675,0.02501150593161583,0.08165217190980911,0.02808738499879837,0.05948525667190552,0.04065027832984924,0.08431290835142136,0.051056623458862305,0.0544409416615963
aqd,0.04911787062883377,0.04059237986803055,0.04555465653538704,0.05486655235290527,0.049752574414014816,0.02772899903357029,0.05028252676129341,0.024462353438138962,0.041508786380290985,0.04340579733252525,0.04223531857132912,0.04256466031074524,0.10039015859365463,0.04023125395178795,0.09272850304841995,0.05128403753042221,0.07467914372682571,0.04536210745573044,0.03492182120680809,0.04833056032657623
aqt,0.04990855231881142,0.049690574407577515,0.04391225427389145,0.05074809119105339,0.05043521150946617,0.04180297255516052,0.04638538137078285,0.054288771003484726,0.045274313539266586,0.05063050612807274,0.04749283939599991,0.0532052181661129,0.05131670832633972,0.052076924592256546,0.059530165046453476,0.04726081341505051,0.054000165313482285,0.04628788307309151,0.0533512644469738,0.05240149423480034
ara,0.04925072565674782,0.05303554609417915,0.04451403394341469,0.055649686604738235,0.057964932173490524,0.048846516758203506,0.048540204763412476,0.03869497403502464,0.046578362584114075,0.052442602813243866,0.0537513829767704,0.04807485267519951,0.02845471352338791,0.07521593570709229,0.053950343281030655,0.0520063117146492,0.04192616045475006,0.049862150102853775,0.05436381697654724,0.04687675088644028
arq,0.03167059272527695,0.08333974331617355,0.035470448434352875,0.05225948244333267,0.04718044400215149,0.04937759041786194,0.0478869304060936,0.030559832230210304,0.059435416013002396,0.041408468037843704,0.0373704768717289,0.04288865625858307,0.060076456516981125,0.06258814036846161,0.05600111186504364,0.06261105090379715,0.05478144809603691,0.0553269200026989,0.050505585968494415,0.039261188358068466
aru,0.037791889160871506,0.048328012228012085,0.04698127135634422,0.04813432693481445,0.04792448505759239,0.04947610944509506,0.04880634322762489,0.052262961864471436,0.0532083734869957,0.05953492596745491,0.05773809924721718,0.026762640103697777,0.08696263283491135,0.05026963725686073,0.051855091005563736,0.03961523622274399,0.049050383269786835,0.05101919546723366,0.04867033660411835,0.045608073472976685
asf,0.04791438952088356,0.028990834951400757,0.04216380417346954,0.05173662304878235,0.04100332036614418,0.044409122318029404,0.05868485942482948,0.05543188378214836,0.05129005014896393,0.04747260734438896,0.059571877121925354,0.046328574419021606,0.06535662710666656,0.043426740914583206,0.07601318508386612,0.03883552551269531,0.055704012513160706,0.04519291967153549,0.0515974797308445,0.048875581473112106
ass,0.04112755134701729,0.06312813609838486,0.05131727457046509,0.0654521957039833,0.04795451462268829,0.058059245347976685,0.06316038221120834,0.04367903620004654,0.03914862871170044,0.04634542390704155,0.037495207041502,0.05731428042054176,0.048562824726104736,0.030370112508535385,0.034560348838567734,0.04819890484213829,0.05681455507874489,0.06450705975294113,0.05183255672454834,0.05097181349992752
ate,0.04795987904071808,0.07785879820585251,0.052874855697155,0.0473657101392746,0.05188875272870064,0.050339311361312866,0.04777593910694122,0.04644380882382393,0.0464574433863163,0.054711416363716125,0.04580138251185417,0.04426411911845207,0.048554517328739166,0.04674927517771721,0.04358644783496857,0.04465561732649803,0.04594952240586281,0.054101455956697464,0.05294186249375343,0.04971993342041969
atf,0.08279094099998474,0.04182526469230652,0.040314797312021255,0.09506063163280487,0.03796200454235077,0.037745196372270584,0.07809346914291382,0.05288077890872955,0.03773584961891174,0.040955863893032074,0.048268355429172516,0.04500726982951164,0.06282292306423187,0.04551015421748161,0.043315015733242035,0.03020450472831726,0.03805115818977356,0.05033395439386368,0.045216210186481476,0.04590578004717827
atj,0.04414733126759529,0.052493929862976074,0.049858737736940384,0.04750340059399605,0.05487627536058426,0.06055614352226257,0.061106324195861816,0.056984856724739075,0.04628558084368706,0.05084463208913803,0.04736347123980522,0.04928762465715408,0.05052071064710617,0.05427128076553345,0.03927590698003769,0.04299207031726837,0.054119180887937546,0.049839604645967484,0.04255063086748123,0.04512239992618561
atv,0.06776991486549377,0.05201507359743118,0.04994923248887062,0.0530167818069458,0.04188498854637146,0.028430260717868805,0.05445583537220955,0.04467543214559555,0.0483451783657074,0.0638229176402092,0.05400625616312027,0.04252571240067482,0.028777331113815308,0.04709815979003906,0.05160507187247276,0.057321447879076004,0.06133190914988518,0.043966080993413925,0.05953335389494896,0.049469027668237686
auc,0.04809069633483887,0.04497356340289116,0.058688197284936905,0.06976818293333054,0.060617946088314056,0.04970718175172806,0.04902458190917969,0.04531464725732803,0.04250767454504967,0.05801403149962425,0.04296182841062546,0.044738754630088806,0.048978932201862335,0.047870535403490067,0.03661732375621796,0.05599789693951607,0.04482809826731682,0.04015311971306801,0.05094577372074127,0.06020106375217438
aul,0.045618973672389984,0.049849558621644974,0.05305883288383484,0.034168541431427,0.04130540043115616,0.05046992376446724,0.035724371671676636,0.038986507803201675,0.03950328752398491,0.053420539945364,0.05064358562231064,0.0789918377995491,0.06072474643588066,0.06333605200052261,0.052972372621297836,0.045099325478076935,0.04987102374434471,0.04701625928282738,0.05627736821770668,0.05296149477362633
avp,0.05184732750058174,0.058701395988464355,0.07438866049051285,0.04954879730939865,0.049438606947660446,0.04523647949099541,0.048784542828798294,0.0488816499710083,0.042016468942165375,0.048124153167009354,0.04659445211291313,0.04775792360305786,0.04990313574671745,0.045424945652484894,0.0499560609459877,0.04703886806964874,0.05072477459907532,0.05008140951395035,0.04862617701292038,0.046924155205488205
awk,0.048859480768442154,0.05392846092581749,0.06163080036640167,0.05489903688430786,0.053152699023485184,0.04852648824453354,0.056365352123975754,0.02821407839655876,0.034801509231328964,0.03129729628562927,0.05523892119526863,0.053467296063899994,0.04785853251814842,0.05537882447242737,0.07188321650028229,0.05696578323841095,0.04505114629864693,0.055636655539274216,0.03692895546555519,0.04991544038057327
awp,0.048240043222904205,0.04861818999052048,0.03669515252113342,0.028181204572319984,0.046445347368717194,0.1266949623823166,0.04815836250782013,0.030479393899440765,0.045323874801397324,0.041056063026189804,0.019164735451340675,0.0801001489162445,0.02791011519730091,0.04608377441763878,0.027544615790247917,0.11725291609764099,0.04750698059797287,0.048297036439180374,0.0553913377225399,0.030855761840939522
awu,0.05922193080186844,0.04649971425533295,0.04903373867273331,0.054894208908081055,0.05437987297773361,0.0501280203461647,0.0495300255715847,0.055740561336278915,0.04114677384495735,0.051611751317977905,0.03941342979669571,0.039745986461639404,0.04419329762458801,0.038011834025382996,0.044098854064941406,0.050288110971450806,0.06941379606723785,0.04931364953517914,0.06077653169631958,0.05255794897675514
axn,0.05295739695429802,0.05276583880186081,0.05887121707201004,0.045766666531562805,0.05089621618390083,0.04128004610538483,0.052336230874061584,0.051358919590711594,0.04913899675011635,0.05159962177276611,0.049554623663425446,0.054338205605745316,0.047857895493507385,0.04441109672188759,0.047074250876903534,0.04573722556233406,0.053997669368982315,0.049241188913583755,0.04897063225507736,0.05184602737426758
axo,0.06047092005610466,0.06628959625959396,0.03897686302661896,0.03918818384408951,0.05491011217236519,0.05176516994833946,0.058259785175323486,0.04380843788385391,0.04740302264690399,0.05896788462996483,0.04665908217430115,0.05509736388921738,0.04029601812362671,0.049393195658922195,0.047313325107097626,0.04051266610622406,0.02967112883925438,0.06622534990310669,0.051710668951272964,0.05308125913143158
axp,0.051933616399765015,0.051164112985134125,0.040393583476543427,0.047798607498407364,0.04370686039328575,0.050197307020425797,0.04740028828382492,0.05172983556985855,0.050907839089632034,0.05390838161110878,0.052495699375867844,0.04823869839310646,0.04769052192568779,0.05445491150021553,0.056218221783638,0.055925678461790085,0.0516805462539196,0.05072592943906784,0.04755585268139839,0.0458734892308712
ayc,0.04993022233247757,0.04966948181390762,0.053522221744060516,0.04694168269634247,0.0415678508579731,0.0511929988861084,0.04757826030254364,0.0441577211022377,0.046017102897167206,0.0324728898704052,0.058314207941293716,0.04302377998828888,0.04880308732390404,0.05078037083148956,0.04617653042078018,0.057847656309604645,0.03493693098425865,0.08080930262804031,0.05990779399871826,0.056349977850914
ayg,0.04449976980686188,0.04681806638836861,0.04764833301305771,0.05164055526256561,0.04211575910449028,0.05501697212457657,0.05898097902536392,0.05513862892985344,0.04988165199756622,0.046269338577985764,0.048121124505996704,0.05358921363949776,0.04328706115484238,0.05984373763203621,0.05667225271463394,0.05190684646368027,0.0478326790034771,0.03289669007062912,0.056249409914016724,0.051590852439403534
azb,0.027659226208925247,0.036877766251564026,0.04492080584168434,0.0433083213865757,0.04222160950303078,0.04385235160589218,0.07266244292259216,0.04268714785575867,0.04446594789624214,0.11767404526472092,0.056888703256845474,0.03970900550484657,0.046572644263505936,0.04517688974738121,0.0451195202767849,0.08206125348806381,0.0480455718934536,0.04305434226989746,0.04379485175013542,0.03324758633971214
azo,0.050135526806116104,0.04538039118051529,0.04082593321800232,0.046592991799116135,0.040795210748910904,0.043428365141153336,0.05966849625110626,0.038772959262132645,0.04451147839426994,0.0501728355884552,0.06537453830242157,0.055627379566431046,0.04711156338453293,0.04083138704299927,0.06284112483263016,0.05764394998550415,0.05812806636095047,0.04132886230945587,0.054941996932029724,0.05588696897029877
ban,0.06823752075433731,0.0537249855697155,0.05376548320055008,0.04980377480387688,0.06694364547729492,0.04138379916548729,0.045005593448877335,0.04183612018823624,0.04518820717930794,0.052885279059410095,0.04274505749344826,0.05773221328854561,0.04962155967950821,0.034588683396577835,0.04710949957370758,0.052241742610931396,0.07155527174472809,0.03367051109671593,0.044530440121889114,0.04743063822388649
bao,0.050000764429569244,0.07586384564638138,0.054026395082473755,0.048842962831258774,0.07399976253509521,0.05120968073606491,0.033322013914585114,0.03853560984134674,0.05147368088364601,0.03117712214589119,0.040543414652347565,0.047437407076358795,0.03880435600876808,0.04246823489665985,0.05888986587524414,0.06472190469503403,0.05939687043428421,0.03987397253513336,0.0614263117313385,0.03798583522439003
bar,0.052109215408563614,0.0549592524766922,0.04897736757993698,0.049077242612838745,0.04382229968905449,0.06481117755174637,0.04625802859663963,0.051028598099946976,0.04305585101246834,0.047367505729198456,0.04635244980454445,0.042704988270998,0.04749879986047745,0.04855821654200554,0.05345737934112549,0.055826686322689056,0.0519058033823967,0.05306940898299217,0.04578390717506409,0.05337584391236305
bas,0.04709300026297569,0.04766324535012245,0.033918775618076324,0.057354748249053955,0.049584925174713135,0.06272725760936737,0.03446359187364578,0.04974327236413956,0.05313820391893387,0.04853328689932823,0.04965517297387123,0.053636856377124786,0.055529072880744934,0.057695046067237854,0.042363639920949936,0.05946718901395798,0.04883875697851181,0.04508653283119202,0.05615341290831566,0.04735402762889862
bbn,0.05940604954957962,0.05133804306387901,0.0584075041115284,0.05107290297746658,0.05852894112467766,0.051441509276628494,0.04259626567363739,0.033620670437812805,0.07069952040910721,0.057118937373161316,0.06075437739491463,0.043729424476623535,0.03254925087094307,0.050776898860931396,0.06690293550491333,0.045702431350946426,0.04818800464272499,0.0319107361137867,0.0521872453391552,0.03306837007403374
bbt,0.051726020872592926,0.02901640348136425,0.0731942281126976,0.09078800678253174,0.03240896016359329,0.028292255476117134,0.027545824646949768,0.050595320761203766,0.014751523733139038,0.08400759845972061,0.04282393306493759,0.03291798010468483,0.07321251928806305,0.03342556953430176,0.03838379308581352,0.04391830787062645,0.03227640315890312,0.06371106207370758,0.09072592109441757,0.06627839058637619
bcf,0.039040759205818176,0.04716170206665993,0.04806303232908249,0.04197563976049423,0.04026572033762932,0.04312114790081978,0.060340870171785355,0.05263857915997505,0.05226268619298935,0.05619184672832489,0.054042793810367584,0.05889105051755905,0.06418180465698242,0.05863098055124283,0.054082129150629044,0.03828897327184677,0.04236447811126709,0.043180979788303375,0.06077093258500099,0.044503889977931976
bcg,0.03995940089225769,0.040944479405879974,0.05273935943841934,0.05782749876379967,0.04042201116681099,0.05339629575610161,0.05615045875310898,0.05057256296277046,0.05305686965584755,0.05675283074378967,0.05729546397924423,0.047684360295534134,0.05388125777244568,0.04476938769221306,0.04005733132362366,0.048876915127038956,0.049504540860652924,0.049493514001369476,0.04517717659473419,0.06143835186958313
bci,0.05150967091321945,0.053072452545166016,0.021701933816075325,0.05806799232959747,0.052232593297958374,0.05640358105301857,0.0417448915541172,0.06068825349211693,0.0577537976205349,0.06205233931541443,0.05307844281196594,0.04345107451081276,0.0608149915933609,0.04971979185938835,0.06419757008552551,0.057104624807834625,0.0537223182618618,0.05360084027051926,0.028563320636749268,0.020519500598311424
bcj,0.06634815782308578,0.051607269793748856,0.0452556274831295,0.05124865844845772,0.0485975481569767,0.051830485463142395,0.07243552803993225,0.04514731839299202,0.04226581007242203,0.045705653727054596,0.045735813677310944,0.052402958273887634,0.05476640909910202,0.045352108776569366,0.04089830070734024,0.04759069159626961,0.05163663253188133,0.046235084533691406,0.04966728389263153,0.04527265578508377
bcn,0.051167137920856476,0.044410452246665955,0.03699519857764244,0.03162805363535881,0.045894552022218704,0.050235554575920105,0.045161694288253784,0.08714503794908524,0.04485229775309563,0.050982799381017685,0.043922197073698044,0.044035427272319794,0.043675974011421204,0.046104200184345245,0.04650653898715973,0.04850863292813301,0.04424659535288811,0.11951978504657745,0.027444962412118912,0.04756288602948189
